16  4.691507e+09  -5.019264e+01  5.950877e+01  3.996950e+02  -9.103000e+01  -1.084900e+02  5.720999e+01  5.419178e+01  6.424658e+00
23  3.295644e+09  2.223352e+01  -2.108813e+02  1.285330e+02  1.560000e+01  4.290000e+01  -5.626001e+01  4.816438e+01  3.424658e+00
25  3.173507e+09  -1.536494e+02  1.762120e+02  -3.535999e+02  -4.404000e+01  2.608000e+01  9.889984e+00  4.756165e+01  5.315068e+00
32  2.234164e+09  -4.754120e+01  -1.343108e+02  2.587757e+02  3.962000e+01  2.020001e+00  -1.226300e+02  4.231507e+01  3.972603e+00
33  2.223493e+09  -1.234776e+02  1.085991e+01  -2.739057e+02  4.300000e+00  1.086700e+02  1.400500e+02  4.224658e+01  4.712329e+00
35  1.936452e+09  -7.574380e+00  -4.821544e+01  2.204757e+01  1.247300e+02  1.650600e+02  1.359900e+02  2.678082e+01  2.643836e+00
38  1.819329e+09  -6.877408e+01  3.484856e+01  -1.205466e+02  1.131500e+02  7.459000e+01  2.252300e+02  3.950685e+01  3.383562e+00
42  1.748521e+09  1.610392e+01  5.915560e+01  1.613856e+02  2.073000e+01  2.412100e+02  -3.710007e+00  3.900000e+01  3.931507e+00
45  1.652329e+09  -5.688142e+01  7.239936e+00  1.406905e+02  -1.757400e+02  -1.730600e+02  4.039999e+01  3.826027e+01  3.547945e+00
50  1.507055e+09  2.175193e+01  -1.029805e+02  2.238375e+02  6.046000e+01  -1.002500e+02  9.707001e+01  3.710959e+01  3.054795e+00
52  1.404082e+09  -1.598780e+02  -1.473191e+02  2.310172e+01  -9.626000e+01  -1.052500e+02  1.776300e+02  3.624657e+01  3.684932e+00
53  1.401315e+09  -2.058808e+01  -5.765465e+01  -8.993873e+01  -3.780000e+01  2.595500e+02  -1.334900e+02  3.630137e+01  2.219178e+00
54  1.269337e+09  2.292032e+02  -3.426531e+01  1.506662e+02  2.930000e+01  -1.512000e+01  -1.715001e+01  3.505479e+01  1.424658e+00
66  9.705603e+08  -1.234054e+02  -1.193921e+02  -7.994034e+01  6.937000e+01  -6.959000e+01  -1.467900e+02  3.205479e+01  3.178082e+00
70  9.271082e+08  -8.538367e+01  -1.538501e+02  9.353061e+01  2.780000e+01  1.052600e+02  -2.880005e+00  3.157534e+01  2.712329e+00
88  7.074603e+08  -1.346051e+01  -2.461741e+01  9.599877e+01  -1.427000e+02  1.046200e+02  -2.170300e+02  2.886301e+01  2.273973e+00
89  7.053288e+08  -1.572667e+01  -3.916256e+02  -6.997806e+01  3.722000e+01  4.439000e+01  6.928000e+01  2.880822e+01  2.136986e+00
102  6.428452e+08  2.689935e+02  1.029136e+02  -3.088386e+02  7.183000e+01  -1.677000e+01  -1.053800e+02  2.793151e+01  2.561644e+00
105  6.197342e+08  -9.222497e+00  -1.872325e+01  -6.421233e+00  -4.372000e+01  3.513900e+02  6.669983e+00  1.090411e+01  1.767123e+00
108  6.030110e+08  -1.254789e+02  -1.522956e+02  -1.840499e+02  1.131900e+02  8.184000e+01  1.314300e+02  2.734246e+01  2.493151e+00
111  5.917219e+08  6.605843e+00  2.667166e+02  1.962837e+02  -8.678000e+01  -9.893000e+01  1.084200e+02  2.717808e+01  3.643836e+00
